ID,model,repeat,premise,hypothesis,error,baseline_KB,additive_verbs_KB,all_verbs_KB,context_pos_KB,additive_pos_KB,fixed_reference_column,fixed_reference_KB
6326513189.jpg#3r1e,anthropic/claude-sonnet-4.5,5,One of the hockey players just tried to score,There are a bunch of people on the ice.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,NO_RELATION
6336028231.jpg#0r1e,anthropic/claude-sonnet-4.5,5,A skydiving instructor with a student strapped together while skydiving.,People are jumping from a plane.,,"isa_wn(skydiving instructor, people); isa_wn(skydive, jump from plane)","isa_wn(skydiving instructor, people); isa_wn(skydive, jump from plane); isa_wn(skydive instructor, people)","isa_wn(skydive instructor, people); isa_wn(skydive, jump from plane)","isa_wn(skydive instructor, people); isa_wn(skydive, jump from plane)","isa_wn(skydiving instructor, people); isa_wn(skydive, jump from plane); isa_wn(skydive instructor, people)",Stefan_KB,NO_RELATION
6395,anthropic/claude-sonnet-4.5,5,A dog is herding a group of white sheep on a dusty farm,A dog is herding a pack of white sheep on a dusty farm,,"isa_wn(group, pack)","isa_wn(group, pack)","isa_wn(group, pack)","isa_wn(group, pack)","isa_wn(group, pack)",Lasha_KB,"(group, pack)"
6473658975.jpg#3r1e,anthropic/claude-sonnet-4.5,5,The couple are wearing glasses intended for 3D movies.,A couple are both wearing accessories.,,"isa_wn(glasses, accessory)","isa_wn(glasses, accessory); isa_wn(glass, accessory)","isa_wn(glass, accessory)","isa_wn(glass, accessory)","isa_wn(glasses, accessory); isa_wn(glass, accessory)",Lasha_KB,"(glasses, accessory)"
6584,anthropic/claude-sonnet-4.5,5,A young female is dancing,A young girl is dancing,,"isa_wn(female, girl)","isa_wn(female, girl)","isa_wn(female, girl)","isa_wn(female, girl)","isa_wn(female, girl)",Stefan_KB,"(female, girl)"
65847949.jpg#1r3e,anthropic/claude-sonnet-4.5,5,Four women sitting on green outdoor furniture on a patio with a small doghouse in the backdrop.,four women sitting outdoors,,"isa_wn(patio, outdoors)","isa_wn(patio, outdoors)","isa_wn(patio, outdoors)","isa_wn(patio, outdoors)","isa_wn(patio, outdoors)",Lasha_KB,"(patio, outdoors)"
6634,anthropic/claude-sonnet-4.5,5,A hurdle is being leapt by a horse that has a rider on its back,A horse and its rider are leaping over a barrier,,"isa_wn(hurdle, barrier)","isa_wn(hurdle, barrier)","isa_wn(hurdle, barrier)","isa_wn(hurdle, barrier)","isa_wn(hurdle, barrier)",Stefan_KB,"(hurdle, barrier); (leap, leap over)"
6756,anthropic/claude-sonnet-4.5,5,A large brown dog and a small grey dog are standing on a rocky surface,A big brown dog and a small grey dog are standing on a rocky surface,,"isa_wn(large, big)","isa_wn(large, big)","isa_wn(large, big)","isa_wn(large, big)","isa_wn(large, big)",Stefan_KB,"(large, big)"
686293997.jpg#4r1e,anthropic/claude-sonnet-4.5,5,"Dinner and decisions, with the crew.",the crew was having dinner,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,NO_RELATION
697582336.jpg#3r1e,anthropic/claude-sonnet-4.5,5,The German shepherd runs happily in the park.,Dog runs outside.,,"isa_wn(German shepherd, dog); isa_wn(park, outside)","isa_wn(German shepherd, dog); isa_wn(park, outside)","isa_wn(german shepherd, dog); isa_wn(park, outside)","isa_wn(german shepherd, dog); isa_wn(park, outside)","isa_wn(German shepherd, dog); isa_wn(park, outside)",Lasha_KB,"(german shepherd, dog); (park, outside)"
7081260077.jpg#3r1e,anthropic/claude-sonnet-4.5,5,Rugby player in blue dives to tackle the ball carrier in white.,A rugby player is playing in a match.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,NO_RELATION
7123721879.jpg#0r1e,anthropic/claude-sonnet-4.5,5,"A single runner, clothed in appropriate attire, jogging on a sidewalk next to a body of water, with buildings in the backdrop on the other side of the water.","A jogger, dressed for jogging, jogs on a sidewalk near water.",,"isa_wn(runner, jogger); isa_wn(jog, jog); isa_wn(runner, jogger); isa_wn(next to, near); isa_wn(runner, jogger); isa_wn(next to, near)","isa_wn(runner, jogger); isa_wn(jog, jog); isa_wn(runner, jogger); isa_wn(next to, near); isa_wn(runner, jogger); isa_wn(next to, near)","isa_wn(runner, jogger); isa_wn(jog, jog); isa_wn(runner, jogger); isa_wn(next to, near); isa_wn(runner, jogger); isa_wn(next to, near)","isa_wn(runner, jogger); isa_wn(jog, jog); isa_wn(runner, jogger); isa_wn(next to, near); isa_wn(runner, jogger); isa_wn(next to, near)","isa_wn(runner, jogger); isa_wn(jog, jog); isa_wn(runner, jogger); isa_wn(next to, near); isa_wn(runner, jogger); isa_wn(next to, near)",Stefan_KB,"(clothed, dressed); (runner, jogger); (next to, near)"
72010421.jpg#0r1e,anthropic/claude-sonnet-4.5,5,"A young girl sitting on a white comforter on a bed covered with clothing, holding a yellow stuffed duck.",A yellow duck being held by a girl.,,"isa_wn(stuffed duck, duck)","isa_wn(stuffed duck, duck); isa_wn(stuff duck, duck)","isa_wn(stuff duck, duck)","isa_wn(stuffed duck, duck)","isa_wn(stuffed duck, duck)",Stefan_KB,NO_RELATION
7292157214.jpg#0r1e,anthropic/claude-sonnet-4.5,5,A man wearing a white jacket and pink hat is speaking into a microphone while raising one arm above his head.,The man is wearing a hat.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Lasha_KB,NO_RELATION
7308951892.jpg#0r1e,anthropic/claude-sonnet-4.5,5,A construction worker is standing on a crane placing a large arm on top of a stature in progress.,A person standing,,"isa_wn(construction worker, person)","isa_wn(construction worker, person)","isa_wn(construction worker, person)","isa_wn(construction worker, person)","isa_wn(construction worker, person)",Stefan_KB,"(construction worker, person)"
7391785714.jpg#4r1e,anthropic/claude-sonnet-4.5,5,Kids are on a amusement ride.,Kids ride an amusement ride.,,"isa_wn(be on amusement ride, ride amusement ride)","isa_wn(be on amusement ride, ride amusement ride)","isa_wn(be on amusement ride, ride amusement ride)","isa_wn(be on amusement ride, ride amusement ride)","isa_wn(be on amusement ride, ride amusement ride)",Lasha_KB,NO_RELATION
7417714642.jpg#0r1e,anthropic/claude-sonnet-4.5,5,A bride wearing her bridal gown is taking pictures with her colorful wedding bouquet in front of cows.,A bride is taking wedding pictures.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,NO_RELATION
9747,anthropic/claude-sonnet-4.5,5,A little boy is sticking his tongue out for the camera and another boy is looking on,Two kids are looking up at the camera and one is sticking out his tongue,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,NO_RELATION
74759622.jpg#0r1e,anthropic/claude-sonnet-4.5,5,A guy is standing in front of a toilet with a coffee cup in one hand and a toilet brush in the other.,A guy is standing in a bathroom.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Lasha_KB,NO_RELATION
7479,anthropic/claude-sonnet-4.5,5,Two guys are sitting around a table and holding beers in their hands,Two blokes are sitting around a table and holding beers in their hands,,"isa_wn(guy, bloke)","isa_wn(guy, bloke)","isa_wn(guy, bloke)","isa_wn(guy, bloke)","isa_wn(guy, bloke)",Lasha_KB,"(guy, bloke)"
761479953.jpg#2r1e,anthropic/claude-sonnet-4.5,5,A young boy wearing safety swimming gear and goggles is in a pool.,A kid uses eye protection while in the water.,,"isa_wn(young boy, kid); isa_wn(goggle, eye protection); isa_wn(pool, water)","isa_wn(young boy, kid); isa_wn(goggle, eye protection); isa_wn(pool, water)","isa_wn(young boy, kid); isa_wn(goggle, eye protection); isa_wn(pool, water)","isa_wn(young boy, kid); isa_wn(goggle, eye protection); isa_wn(pool, water)","isa_wn(young boy, kid); isa_wn(goggle, eye protection); isa_wn(pool, water)",Stefan_KB,"(goggles, eye protection); (pool, water); (young boy, kid)"
7671653534.jpg#2r1e,anthropic/claude-sonnet-4.5,5,"Bicyclists are in the street as a crowd watches them ride by a banner that say ""London 2012"".",There are bikes being ridden.,,"isa_wn(bicyclist, bike be ridden)","isa_wn(bicyclist, bike be ridden); isa_wn(bicyclist, bike be ride)","isa_wn(bicyclist, bike be ride)","isa_wn(bicyclist, bike be ridden)","isa_wn(bicyclist, bike be ridden)",Stefan_KB,NO_RELATION
7700959654.jpg#4r1e,anthropic/claude-sonnet-4.5,5,A woman and a man are sword fighting.,Two people are opposing each other in a sword fight.,,"isa_wn(sword fighting, sword fight)","isa_wn(sword fighting, sword fight); isa_wn(sword fight, sword fight)","isa_wn(sword fight, sword fight)","isa_wn(sword fighting, sword fight)","isa_wn(sword fighting, sword fight)",Stefan_KB,NO_RELATION
7724666074.jpg#3r1e,anthropic/claude-sonnet-4.5,5,A person is riding a colorful dirt bike on dirt hills.,A person rides a dirt bike outside.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,"(dirt hill, outside)"
7757111016.jpg#1r1e,anthropic/claude-sonnet-4.5,5,a maintenance worker at the airport carries a small girl.,A person carries a child.,,"isa_wn(maintenance worker, person); isa_wn(small girl, child)","isa_wn(maintenance worker, person); isa_wn(small girl, child)","isa_wn(maintenance worker, person); isa_wn(small girl, child)","isa_wn(maintenance worker, person); isa_wn(small girl, child)","isa_wn(maintenance worker, person); isa_wn(small girl, child)",Alternative_KB,"(small girl, child); (maintenance worker, person)"
7764955218.jpg#4r1e,anthropic/claude-sonnet-4.5,5,Two men in yellow jackets and black pants have medals.,The men have been given an award at some point.,,"isa_wn(medal, award)","isa_wn(medal, award)","isa_wn(medal, award)","isa_wn(medal, award)","isa_wn(medal, award)",Lasha_KB,"(medal, award)"
7795,anthropic/claude-sonnet-4.5,5,A tennis player is lunging to the left,A tennis player is jumping to the left,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,"(lunge, jump)"
78347259.jpg#4r1e,anthropic/claude-sonnet-4.5,5,A Korean gentlemen kicks up his leg.,A person is kicking.,,"isa_wn(Korean gentleman, person); isa_wn(kick up, kick)","isa_wn(Korean gentleman, person); isa_wn(kick up, kick)","isa_wn(korean gentleman, person); isa_wn(kick up, kick)","isa_wn(Korean gentleman, person); isa_wn(kick up, kick)","isa_wn(Korean gentleman, person); isa_wn(kick up, kick)",Stefan_KB,"(gentleman, person)"
7852369036.jpg#0r1e,anthropic/claude-sonnet-4.5,5,"An Asian badminton player at the Olympics is sprawled on the court, face down with his racket at his side.","A sports contestant in an international competition, is on the ground still holding onto his sporting equipment.",,"isa_wn(badminton player, sports contestant); isa_wn(Olympics, international competition); isa_wn(sprawled on the court, on the ground); isa_wn(racket, sporting equipment)","isa_wn(badminton player, sports contestant); isa_wn(Olympics, international competition); isa_wn(sprawled on the court, on the ground); isa_wn(racket, sporting equipment); isa_wn(badminton player, sport contestant); isa_wn(sprawl on the court, on the grind); isa_wn(racket, sport equipment)","isa_wn(badminton player, sport contestant); isa_wn(olympics, international competition); isa_wn(sprawl on the court, on the grind); isa_wn(racket, sport equipment)","isa_wn(badminton player, sport contestant); isa_wn(olympics, international competition); isa_wn(sprawl on the court, on the ground); isa_wn(racket, sport equipment)","isa_wn(badminton player, sports contestant); isa_wn(Olympics, international competition); isa_wn(sprawled on the court, on the ground); isa_wn(racket, sporting equipment); isa_wn(badminton player, sport contestant); isa_wn(sprawl on the court, on the ground); isa_wn(racket, sport equipment)",Lasha_KB,"(badminton player, sports contestant); (olympics, international competition); (racket, sporting equipment)"
7852369036.jpg#2r1e,anthropic/claude-sonnet-4.5,5,A badminton player from china is sprawled out on the badminton court with his racket close by.,A badminton player is laying on a court.,,"isa_wn(sprawl out, lay)","isa_wn(sprawl out, lay)","isa_wn(sprawl out, lay)","isa_wn(sprawl out, lay)","isa_wn(sprawl out, lay)",Lasha_KB,"(sprawl out, lay)"
7979042317.jpg#0r1e,anthropic/claude-sonnet-4.5,5,A group of Asian men pose around a large table after enjoying a meal together.,A group of Asian men just ate a meal together.,,"isa_wn(enjoy a meal, eat a meal)","isa_wn(enjoy a meal, eat a meal)","isa_wn(enjoy a meal, eat a meal)","isa_wn(enjoy a meal, eat a meal)","isa_wn(enjoy a meal, eat a meal)",Lasha_KB,NO_RELATION
8021,anthropic/claude-sonnet-4.5,5,A brown and white dog is playing on the grass,A brown and white dog is playing on the lawn,,"isa_wn(grass, lawn)","isa_wn(grass, lawn)","isa_wn(grass, lawn)","isa_wn(grass, lawn)","isa_wn(grass, lawn)",Stefan_KB,"(grass, lawn)"
8138,anthropic/claude-sonnet-4.5,5,"The girl has red hair and eyebrows, several piercings in a ear and a drawing on the back","The girl has red hair and eyebrows, several piercings in a ear and a tattoo on the back",,"isa_wn(drawing, tattoo)","isa_wn(drawing, tattoo); isa_wn(draw, tattoo)","isa_wn(draw, tattoo)","isa_wn(drawing, tattoo)","isa_wn(drawing, tattoo)",Stefan_KB,NO_RELATION
8159685316.jpg#1r1e,anthropic/claude-sonnet-4.5,5,"Female runners from Japan, Germany and China are running side by side.",The runners are not from the US,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,NO_RELATION
8163,anthropic/claude-sonnet-4.5,5,Two people are driving a jeep and a lady is sitting on the top of it,Two people are driving a jeep and a girl is sitting on the top of it,,"isa_wn(lady, girl)","isa_wn(lady, girl)","isa_wn(lady, girl)","isa_wn(lady, girl)","isa_wn(lady, girl)",Lasha_KB,"(lady, girl)"
8182074427.jpg#3r1e,anthropic/claude-sonnet-4.5,5,A female basketball player dribbling down court.,A female basketball player is dribbling,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,NO_RELATION
823425327.jpg#4r1e,anthropic/claude-sonnet-4.5,5,There are three woman conversing at a table with drinks.,Women are talking,,"isa_wn(woman, women); isa_wn(converse, talk)","isa_wn(woman, women); isa_wn(converse, talk)","isa_wn(woman, women); isa_wn(converse, talk)","isa_wn(woman, woman); isa_wn(converse, talk)","isa_wn(woman, women); isa_wn(converse, talk); isa_wn(woman, woman)",Stefan_KB,"(converse, talk)"
82945847.jpg#0r1n,anthropic/claude-sonnet-4.5,5,"Three sisters, barefoot in pink dresses and who range in age from preschool to teenager are pictured on a beach as they look out at the Ocean.","Three sisters, barefoot in pretty pink dresses and who range in age from preschool to teenager",,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,NO_RELATION
8334,anthropic/claude-sonnet-4.5,5,A man is doing a trick on a skateboard,A person is doing a trick on a skateboard,,"isa_wn(man, person)","isa_wn(man, person)","isa_wn(man, person)","isa_wn(man, person)","isa_wn(man, person)",Stefan_KB,"(man, person)"
8343,anthropic/claude-sonnet-4.5,5,A man in a motocross uniform is wearing a helmet and rides a red motorcycle,A person in a motocross uniform is wearing a helmet and rides a red motorcycle,,"isa_wn(man, person)","isa_wn(man, person)","isa_wn(man, person)","isa_wn(man, person)","isa_wn(man, person)",Stefan_KB,"(man, person)"
8383,anthropic/claude-sonnet-4.5,5,A girl in blue is sliding down a green slide,The young girl in blue is enjoying a slide,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,NO_RELATION
86112925.jpg#0r1e,anthropic/claude-sonnet-4.5,5,"A woman in a patterned shirt hands a plate of food to another woman in an apron, while two women work in the background.",Several women collaborate to hand out food.,,"isa_wn(hand, hand out)","isa_wn(hand, hand out)","isa_wn(hand, hand out)","isa_wn(hand, hand out)","isa_wn(hand, hand out)",Lasha_KB,NO_RELATION
8624,anthropic/claude-sonnet-4.5,5,People are sitting against a wall,People are sitting near a wall,,"isa_wn(against, near)","isa_wn(against, near)","isa_wn(against, near)","isa_wn(against, near)","isa_wn(against, near)",Lasha_KB,"(against, near)"
8633,anthropic/claude-sonnet-4.5,5,"A man is rock climbing, pausing and calculating the route","A man is rock climbing, stopping and calculating the route",,"isa_wn(pause, stop)","isa_wn(pause, stop)","isa_wn(pause, stop)","isa_wn(pause, stop)","isa_wn(pause, stop)",Stefan_KB,"(pause, stop)"
8660,anthropic/claude-sonnet-4.5,5,A group of rollerbladers is lining up on the street,A group of rollerbladers is lining up on the road,,"isa_wn(street, road)","isa_wn(street, road)","isa_wn(street, road)","isa_wn(street, road)","isa_wn(street, road)",Stefan_KB,"(street, road)"
8727,anthropic/claude-sonnet-4.5,5,A group of people are standing around a sound mixing table,Some people is looking at sound equipment,,"isa_wn(sound mixing table, sound equipment)","isa_wn(sound mixing table, sound equipment); isa_wn(sound mix table, sound equipment)","isa_wn(sound mix table, sound equipment)","isa_wn(sound mixing table, sound equipment)","isa_wn(sound mixing table, sound equipment)",Jorryt_KB,"(sound mixing table, sound equipment)"
8806,anthropic/claude-sonnet-4.5,5,A dog is swimming in a body of water,An animal is swimming in a body of water,,"isa_wn(dog, animal)","isa_wn(dog, animal)","isa_wn(dog, animal)","isa_wn(dog, animal)","isa_wn(dog, animal)",Lasha_KB,"(dog, animal)"
89332423.jpg#4r1e,anthropic/claude-sonnet-4.5,5,A man holding a large swordfish.,There is a person with a fish.,,"isa_wn(man, person); isa_wn(swordfish, fish)","isa_wn(man, person); isa_wn(swordfish, fish)","isa_wn(man, person); isa_wn(swordfish, fish)","isa_wn(man, person); isa_wn(swordfish, fish)","isa_wn(man, person); isa_wn(swordfish, fish)",Lasha_KB,"(man, person); (swordfish, fish)"
